Gene_1	Gene_2	Expression_Value
S000005561	S000002551	0.60666981
S000004674	S000005565	0.67629155
S000004092	S000004957	0.64594429
S000006233	S000005566	0.68622962
S000002483	S000002437	0.48790648
S000003878	S000001531	0.43369535
S000003110	S000003454	0.4260412
S000004572	S000001217	0.54872849
S000002224	S000003412	0.59443064
S000001271	S000002620	0.47232415
S000002673	S000005913	0.48797479
S000003856	S000000684	0.43486127
S000005366	S000001579	0.47061291
S000005895	S000005868	0.54681009
S000004143	S000002432	0.4403371
S000003033	S000000168	0.43327389
S000000667	S000000943	0.48664852
S000005235	S000003162	0.63547708
S000002602	S000005074	0.42387221
S000006239	S000002998	0.48339512
S000004698	S000004856	0.5449935
S000000157	S000005423	0.64619651
S000002923	S000004421	0.47825001
S000002993	S000005339	0.51253345
S000001373	S000001929	0.50239288
S000001460	S000004543	0.47997248
S000005032	S000001388	0.54777595
S000001710	S000005165	0.43207987
S000001251	S000001197	0.44164717
S000006174	S000002479	0.47360887
S000003703	S000003003	0.56057425
S000004279	S000005246	0.68074558
S000005890	S000003826	0.42944271
S000004170	S000005553	0.46068891
S000002236	S000001283	0.57360754
S000000273	S000002793	0.57640232
S000005600	S000002673	0.4332333
S000006315	S000003124	0.47241349
S000002789	S000000786	0.59424843
S000003209	S000002757	0.55889119
S000004105	S000005854	0.60087137
S000006068	S000005023	0.44696229
S000005290	S000000235	0.52609344
S000003610	S000004688	0.51543656
S000005727	S000005573	0.57260966
S000004387	S000001568	0.54013691
S000006180	S000003289	0.42938762
S000006186	S000005509	0.51093799
S000003423	S000005760	0.66923818
S000002217	S000004625	0.43580822
S000001858	S000003607	0.52947396
S000002891	S000002753	0.45125157
S000003488	S000006306	0.47013265
S000003084	S000004363	0.56919921
S000006314	S000004798	0.68944105
S000006245	S000005591	0.46808072
S000000967	S000001052	0.59074122
S000000205	S000003203	0.63712801
S000004578	S000002805	0.64946623
S000003224	S000001106	0.58730576
S000003159	S000005658	0.48690437
S000001084	S000000201	0.51549949
S000006326	S000002999	0.5392598
S000000041	S000003944	0.65069543
S000004234	S000006152	0.45456792
S000004572	S000000978	0.50314079
S000003701	S000004059	0.46751829
S000005081	S000004153	0.55895303
S000002409	S000002908	0.59046754
S000000980	S000003203	0.44147002
S000004603	S000001363	0.61667335
S000000548	S000005185	0.47594434
S000004642	S000003612	0.66534439
S000006032	S000002239	0.50606008
S000003170	S000005508	0.44395286
S000000956	S000000911	0.52453476
S000004421	S000005904	0.54246431
S000006214	S000000689	0.46729943
S000001218	S000005079	0.63276716
S000005552	S000003666	0.62130819
S000005196	S000005758	0.4529836
S000004617	S000001178	0.44268936
S000005758	S000003295	0.59383052
S000002709	S000007222	0.51180872
S000002461	S000005487	0.52352425
S000003093	S000004019	0.61942812
S000004734	S000005366	0.54365044
S000001809	S000004916	0.4889878
S000005551	S000001543	0.58135905
S000002482	S000005482	0.55230104
S000003330	S000004650	0.61354122
S000004972	S000006010	0.63465761
S000003387	S000006367	0.66048762
S000004306	S000005904	0.50506931
S000001495	S000003733	0.65325156
S000000605	S000005710	0.57610673
S000000776	S000001450	0.66625752
S000001197	S000000037	0.43083872
S000005800	S000004915	0.54297308
S000003224	S000002444	0.43454948
S000003157	S000000596	0.45633163
S000000066	S000001846	0.461718
S000005854	S000003063	0.43156118
S000001066	S000004440	0.59815038
S000005290	S000000780	0.52192432
S000003180	S000002770	0.64710282
S000004968	S000004463	0.66463215
S000003666	S000004227	0.51702303
S000000595	S000003932	0.5069621
S000002835	S000005894	0.45808021
S000002329	S000005196	0.42536196
S000002353	S000005739	0.43983197
S000001008	S000001866	0.51365266
S000004200	S000001233	0.53487967
S000005552	S000001767	0.47162106
S000004623	S000004095	0.50552637
S000003279	S000000141	0.42585901
S000002661	S000005593	0.56741947
S000002486	S000001551	0.44731079
S000005686	S000003826	0.65718419
S000001695	S000003744	0.52885731
S000005214	S000001066	0.61423174
S000005299	S000000635	0.58810648
S000002349	S000005269	0.59473377
S000003712	S000006223	0.43334402
S000005182	S000000337	0.51434491
S000002240	S000004290	0.65108172
S000005422	S000002717	0.44914537
S000003626	S000003044	0.4520023
S000003175	S000000789	0.48201226
S000005796	S000003674	0.47061206
S000003684	S000001106	0.54415684
S000004885	S000003947	0.50962003
S000003103	S000000795	0.44648929
S000005566	S000004254	0.54184786
S000006394	S000002998	0.64897714
S000003502	S000006240	0.61032528
S000005457	S000003653	0.47508254
S000002471	S000002581	0.61852206
S000001696	S000003410	0.62017927
S000003033	S000000482	0.52472486
S000000814	S000001396	0.44191532
S000002525	S000004289	0.43072713
S000002761	S000005990	0.42886665
S000003315	S000006075	0.4806374
S000000604	S000001331	0.60709462
S000000545	S000001478	0.66066503
S000001790	S000003246	0.51864084
S000000482	S000006141	0.44588282
S000001502	S000003882	0.53184206
S000005615	S000002584	0.59219971
S000000180	S000005605	0.53243564
S000001608	S000000522	0.56128296
S000002385	S000003670	0.54594428
S000005978	S000004736	0.45896483
S000000557	S000000389	0.5224341
S000006380	S000001531	0.44255349
S000000888	S000002198	0.5367686
S000003860	S000005013	0.52920581
S000006015	S000005187	0.51471618
S000003968	S000004398	0.48173999
S000000892	S000005153	0.61341098
S000002583	S000006404	0.64810206
S000006004	S000002301	0.53612515
S000001858	S000003755	0.60223288
S000001415	S000001936	0.44459682
S000003046	S000000753	0.45636415
S000001346	S000001011	0.50966451
S000000117	S000000933	0.43305702
S000003820	S000000900	0.53693862
S000005724	S000005203	0.43522
S000004837	S000004662	0.47551767
S000000634	S000000919	0.49181965
S000006043	S000004884	0.61018709
S000004758	S000005658	0.45004329
S000004530	S000004920	0.53335078
S000003180	S000002444	0.43785415
S000002946	S000003131	0.65562843
S000001111	S000001545	0.47683529
S000004735	S000000737	0.47989078
S000005503	S000002879	0.57602817
S000002923	S000003259	0.56706247
S000000604	S000000358	0.47531282
S000004530	S000004974	0.45142086
S000003209	S000000763	0.45545942
S000004570	S000005246	0.63647399
S000003550	S000004412	0.50849346
S000005070	S000001307	0.46423216
S000003550	S000004698	0.62756521
S000001215	S000003123	0.55331425
S000002520	S000001052	0.61262857
S000006158	S000005400	0.67303713
S000006002	S000003900	0.52399135
S000003087	S000003959	0.59336586
S000000956	S000001416	0.6070495
S000002493	S000001454	0.45565108
S000001148	S000002562	0.45903286
S000005163	S000005468	0.43421488
S000003214	S000001790	0.67925285
S000002219	S000000171	0.66693648
S000003945	S000002862	0.44150839
S000002178	S000001586	0.52637462
S000004263	S000004187	0.56940037
S000004439	S000000099	0.46491228
S000001699	S000002487	0.54053295
S000004263	S000001802	0.53314545
S000002222	S000002493	0.60289506
S000001106	S000005829	0.47516117
S000004623	S000000037	0.49178492
S000002889	S000005896	0.45277413
S000003929	S000003046	0.48992166
S000002486	S000001736	0.43504817
S000004572	S000005894	0.45917084
S000004527	S000005113	0.43319271
S000004880	S000004148	0.63206582
S000004885	S000001400	0.4849547
S000000451	S000005587	0.54078097
S000001532	S000003780	0.46203968
S000002599	S000006073	0.63790223
S000001421	S000004535	0.5517911
S000001395	S000000141	0.5183608
S000006039	S000004033	0.47215853
S000004035	S000006247	0.50001391
S000005684	S000001363	0.43941463
S000000818	S000005694	0.57042004
S000005234	S000002349	0.42727322
S000005290	S000003459	0.50856
S000000065	S000004065	0.6234225
S000000038	S000001108	0.55097486
S000000195	S000004736	0.49267888
S000000334	S000003426	0.45427321
S000005862	S000001131	0.48109519
S000000070	S000003900	0.45096258
S000005163	S000000632	0.57659574
S000001003	S000004798	0.59085253
S000004540	S000005743	0.44970592
S000004511	S000001174	0.45019169
S000000933	S000000760	0.4894296
S000002290	S000002432	0.44540537
S000001776	S000000875	0.48471801
S000005711	S000005656	0.42578265
S000003105	S000000331	0.5325802
S000003715	S000005404	0.48301487
S000001805	S000004387	0.52369269
S000001858	S000003424	0.65724471
S000001640	S000001111	0.68357965
S000003436	S000006027	0.56232144
S000001769	S000003158	0.43237207
S000004732	S000006387	0.64505412
S000002255	S000003545	0.57909435
S000001696	S000001026	0.63260911
S000001919	S000003350	0.45160885
S000002418	S000000955	0.43184678
S000002706	S000002551	0.47548035
S000003331	S000005075	0.5746397
S000003607	S000003518	0.55172125
S000000482	S000002691	0.50196639
S000002210	S000000487	0.46830908
S000003198	S000003472	0.53766804
S000003178	S000006064	0.45663146
S000001532	S000003441	0.65927216
S000004736	S000000326	0.45192228
S000001505	S000005999	0.66283159
S000005986	S000001806	0.60028333
S000003874	S000004801	0.51489884
S000002577	S000000633	0.46891448
S000000117	S000003850	0.46981363
S000003006	S000001233	0.48722155
S000003093	S000004198	0.47192817
S000001722	S000004376	0.58057828
S000004412	S000001663	0.57463453
S000005600	S000005589	0.42818339
S000001490	S000005648	0.6537434
S000000252	S000002585	0.56315825
S000000892	S000006052	0.63645303
S000006040	S000002488	0.45497067
S000003884	S000003314	0.57337898
S000003783	S000001275	0.67564722
S000006290	S000001376	0.53527035
S000001445	S000005316	0.60750678
S000002562	S000002702	0.43556222
S000003679	S000004982	0.46372614
S000003624	S000005589	0.66081071
S000002304	S000000212	0.56935694
S000004873	S000002295	0.48844941
S000004057	S000005107	0.67850346
S000001771	S000005095	0.62109968
S000002624	S000000373	0.46665835
S000002253	S000001486	0.42739049
S000004676	S000004291	0.5564146
S000002977	S000002600	0.51062515
S000002165	S000004645	0.54504592
S000004688	S000000973	0.56785687
S000003813	S000003260	0.5434817
S000004603	S000006349	0.44710326
S000000931	S000005046	0.44747345
S000005457	S000004332	0.50058047
S000005214	S000003008	0.46637333
S000006306	S000000912	0.46366463
S000003543	S000002921	0.45982798
S000006345	S000005787	0.57831547
S000004234	S000000412	0.48005678
S000002664	S000001696	0.4554333
S000004441	S000003653	0.51145641
S000003550	S000003115	0.43509233
S000002910	S000006349	0.67328578
S000004603	S000001855	0.63958258
S000005735	S000005326	0.58981044
S000005573	S000004798	0.55045514
S000000240	S000003690	0.44863412
S000006140	S000001545	0.5945059
S000004434	S000000264	0.540712
S000001221	S000003198	0.5751918
S000006119	S000001589	0.50651915
S000005601	S000005483	0.57734516
S000004794	S000001190	0.53240676
S000005974	S000005487	0.44277465
S000003472	S000005097	0.47286002
S000003563	S000000325	0.44115639
S000001499	S000000737	0.61597712
S000000970	S000007222	0.52467095
S000000135	S000000548	0.44584403
S000003398	S000003882	0.66451707
S000004445	S000001275	0.48446757
S000000038	S000004629	0.44093977
S000001919	S000000349	0.55733972
S000000225	S000003003	0.4652688
S000005958	S000004795	0.45276103
S000005233	S000000854	0.46404053
S000000399	S000005026	0.4286913
S000002536	S000002753	0.48117023
S000000240	S000000080	0.45592572
S000002977	S000001677	0.43182741
S000000829	S000002532	0.53057872
S000001236	S000000810	0.61746681
S000004665	S000004889	0.55441523
S000000966	S000004045	0.55839424
S000002495	S000005978	0.52409547
S000000172	S000004206	0.45149124
S000002313	S000003123	0.57507989
S000005005	S000004175	0.64543137
S000002404	S000006336	0.50084865
S000001849	S000001063	0.56597949
S000003571	S000004197	0.63151613
S000005560	S000005694	0.43877617
S000004028	S000001450	0.53031496
S000001505	S000000859	0.61238344
S000005454	S000004528	0.50450952
S000006010	S000002248	0.50667874
S000004083	S000004860	0.49287063
S000005571	S000005632	0.46382495
S000003545	S000001898	0.49847524
S000002259	S000000890	0.44553271
S000003387	S000001784	0.52611784
S000002306	S000000386	0.48874053
S000003214	S000003725	0.52411971
S000001489	S000004810	0.52274927
S000005399	S000005730	0.42747531
S000005206	S000006264	0.51330503
S000005735	S000005422	0.51884055
S000001562	S000005423	0.46219808
S000001049	S000004574	0.64144884
S000002555	S000005929	0.50098649
S000002864	S000000815	0.45937655
S000002793	S000006273	0.45268576
S000004059	S000002343	0.49901331
S000005160	S000005182	0.61917472
S000002187	S000005028	0.58598423
S000001008	S000004034	0.67402244
S000004439	S000004728	0.5061706
S000004543	S000001639	0.42889014
S000005132	S000002706	0.51874179
S000002946	S000003666	0.52790878
S000003436	S000002976	0.67643442
S000000859	S000002974	0.60563817
S000001066	S000001174	0.45416891
S000000205	S000006025	0.55609801
S000005736	S000003046	0.46617985
S000005844	S000004339	0.4757377
S000003420	S000003350	0.53897345
S000005622	S000001806	0.44974552
S000000400	S000005829	0.42417855
S000002187	S000005999	0.50516699
S000004811	S000005040	0.55003682
S000000737	S000003320	0.5507655
S000000476	S000006187	0.44771826
S000000368	S000001454	0.44244657
S000002562	S000004147	0.5620183
S000002294	S000001174	0.6762952
S000003610	S000004519	0.42919955
S000004332	S000003666	0.49263019
S000002290	S000003865	0.4371525
S000004137	S000004950	0.6219197
S000001774	S000001003	0.66242818
S000001628	S000005324	0.52585844
S000003708	S000000688	0.45240257
S000004811	S000001742	0.64748437
S000004572	S000001424	0.44488647
S000005758	S000000642	0.43775977
S000002879	S000000760	0.48720885
S000006191	S000001305	0.45101614
S000005070	S000006221	0.5260975
S000001401	S000003157	0.45318175
S000002175	S000000795	0.59256043
S000003262	S000004789	0.47986916
S000000117	S000005659	0.53768428
S000002862	S000001839	0.50379452
S000003193	S000004685	0.47362651
S000001070	S000001204	0.43811169
S000003508	S000004758	0.43980271
S000001066	S000003908	0.42864088
S000001694	S000002260	0.58521969
S000002172	S000002430	0.61265595
S000001710	S000005107	0.55547945
S000006230	S000004046	0.46314805
S000001926	S000003420	0.59203683
S000003502	S000000319	0.49695974
S000004852	S000003259	0.4499773
S000004849	S000000632	0.54817739
S000001758	S000001179	0.47972344
S000003932	S000002855	0.47965341
S000001070	S000005688	0.43209095
S000001487	S000006152	0.46360933
S000004818	S000003073	0.4593482
S000006081	S000005658	0.46766087
S000004957	S000003900	0.53291517
S000003135	S000005245	0.68109834
S000002329	S000001061	0.62004401
S000004603	S000003424	0.64293573
S000002488	S000000221	0.53786315
S000001022	S000000896	0.60854033
S000005654	S000001246	0.48268826
S000001314	S000003326	0.57201259
S000005160	S000004883	0.62737478
S000005735	S000002985	0.59917467
S000003280	S000004466	0.51338992
S000005365	S000004439	0.53941478
S000006040	S000001863	0.51450642
S000000451	S000000393	0.61000593
S000004663	S000001107	0.4899496
S000000013	S000004920	0.55466202
S000004915	S000005562	0.46238065
S000005214	S000001346	0.47355919
S000001885	S000003046	0.46862355
S000001495	S000000776	0.49543627
S000005400	S000005587	0.48468771
S000004403	S000003793	0.62519055
S000000013	S000005017	0.587187
S000003502	S000001332	0.428641
S000002486	S000004578	0.4261467
S000001885	S000005974	0.52838419
S000004777	S000004535	0.45786949
S000006004	S000004920	0.42778483
S000000326	S000002680	0.49541005
S000001788	S000005676	0.56965483
S000000605	S000003159	0.50086556
S000003646	S000001945	0.43731927
S000003003	S000003174	0.46974265
S000004676	S000002393	0.46849735
S000001456	S000005702	0.50442762
S000003726	S000006038	0.54459879
S000000927	S000004629	0.54504434
S000005234	S000003837	0.66681703
S000001742	S000003222	0.64290177
S000005706	S000005958	0.46689208
S000005164	S000004291	0.68110311
S000003755	S000003704	0.47720821
S000006324	S000001305	0.52692498
S000003331	S000001278	0.54168121
S000004305	S000002241	0.52937177
S000002661	S000004888	0.43288233
S000000671	S000004051	0.472954
S000004035	S000002419	0.6494939
S000002499	S000005871	0.53389238
S000002664	S000002466	0.60484203
S000001640	S000000514	0.49151695
S000001507	S000003088	0.59477606
S000005786	S000000467	0.61822364
S000003550	S000002790	0.57072581
S000003806	S000004972	0.48485182
S000003607	S000005999	0.48456486
S000005643	S000001872	0.49059846
S000005683	S000006314	0.47624237
S000005326	S000000542	0.48948602
S000004811	S000006141	0.53158174
S000005566	S000004674	0.4896324
S000005194	S000002549	0.53467783
S000002260	S000003588	0.49197899
S000004852	S000001063	0.4946989
S000003590	S000003838	0.64758501
S000005290	S000006278	0.68033755
S000001885	S000001232	0.54331555
S000003586	S000004227	0.43948397
S000003420	S000001415	0.43614719
S000000062	S000003755	0.49640172
